,Unnamed: 0,Strain,Type_raw,Effects_raw,Ailment_raw,Flavor_raw,Description_raw,labels,Type_lemma,Effects_lemma,Ailment_lemma,Flavor_lemma,Description_lemma,alltext
1710,1710,Purple Dream,Hybrid,"Happy, Euphoric, Relaxed, Uplifted, Sleepy",,"Earthy, Tobacco, Grape","Purple Dream is the mild child of Granddaddy Purple and Blue Dream. Featuring a strong sour grape smell and musty taste, this hybrid is slightly indica dominant. Purple Dream provides users with a relaxing tingly body sensation and has moderate head-heavy effects. It allows patients to function yet acts as a gentle sedative. This strain is great for those suffering from pain or who just need help winding down. ",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'tobacco', 'Grape']","['Purple', 'Dream', 'mild', 'child', 'Granddaddy', 'Purple', '  ', 'Blue', 'Dream', 'feature', 'strong', 'sour', 'grape', 'smell', 'musty', 'taste', 'hybrid', 'slightly', 'indica', 'dominant', 'Purple', 'Dream', 'provide', 'user', 'relax', 'tingly', 'body', 'sensation', 'moderate', 'head', 'heavy', 'effect', 'allow', 'patient', 'function', 'act', 'gentle', 'sedative', 'strain', 'great', 'suffer', 'pain', 'need', 'help', 'wind', '  ']","['body', 'provide', '  ', 'Hybrid', 'Heavy', '\xa0 ', 'relaxed', 'Effect', 'Uplifted', 'User', 'Tingly', 'happy', 'allow', 'relax', 'moderate', 'sleepy', 'Indica', 'Granddaddy', 'Grape', 'feature', 'wind', 'strong', 'slightly', 'Pain', 'great', 'Blue', 'taste', 'strain', 'Head', 'help', 'Tobacco', 'Smell', 'mild', 'euphoric', 'gentle', 'child', 'Purple', 'sensation', 'Musty', 'earthy', 'Patient', 'Function', 'Act', 'Dominant', 'sedative', 'suffer', 'need', 'Dream', 'sour']"
1711,1711,Purple Elephant,Hybrid,"Happy, Euphoric, Paranoid, Relaxed, Anxious, Mouth, Dry, Tingly, Sleepy","Stress, Pain, Lack, Insomnia, Depression, Appetite","Earthy, Grape, Sweet",,5,['hybrid'],"['tingly', 'happy', 'dry', 'anxious', 'sleepy', 'paranoid', 'relaxed', 'euphoric', 'Mouth']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['earthy', 'Grape', 'Sweet']",[],"['depression', 'Hybrid', 'Sweet', 'relaxed', 'Stress', 'Tingly', 'happy', 'dry', 'anxious', 'sleepy', 'appetite', 'Grape', 'Pain', 'Insomnia', 'Euphoric', 'lack', ' ', 'earthy', 'paranoid', 'Mouth']"
1712,1712,Purple Frost,Hybrid,,,,"Purple Frost is an indica-dominant hybrid bred by Resin Snob and produced by Samadhi Farms. This pungent cross of Obama Kush and Skunk #1 offers consumers a bouquet of diesel fuel, spices, and a round, earthy undertone. The strain’s effects are relaxing and peaceful, helping consumers shrug off stress and unwind after a long day. Purple Frost stays true to its name with buds coated in frosty trichomes atop dark purple foliage. These chill effects make it a perfect choice for consumers seeking to abate anxiety while donning a stoney glow. ",5,['hybrid'],[],[],[],"['Purple', 'Frost', 'indica', 'dominant', 'hybrid', 'breed', 'Resin', 'Snob', 'produce', 'Samadhi', 'Farms', 'pungent', 'cross', 'Obama', 'Kush', 'Skunk', '1', '  ', 'offer', 'consumer', 'bouquet', 'diesel', 'fuel', 'spice', 'round', 'earthy', 'undertone', 'strain', 'effect', 'relax', 'peaceful', 'help', 'consumer', 'shrug', 'stress', 'unwind', 'long', 'day', 'Purple', 'Frost', 'stay', 'true', 'bud', 'coat', 'frosty', 'trichome', 'atop', 'dark', 'purple', 'foliage', 'chill', 'effect', 'perfect', 'choice', 'consumer', 'seek', 'abate', 'anxiety', 'don', 'stoney', 'glow', '  ']","['Frosty', '  ', 'Hybrid', 'Coat', 'Produce', 'Round', '\xa0 ', 'Frost', 'Fuel', 'Effect', 'Consumer', 'Skunk', 'Stress', 'Diesel', 'Dark', 'offer', 'relax', 'Stoney', 'Indica', 'Farms', 'Trichome', 'Long', 'Chill', 'Bouquet', 'Don', 'Atop', 'Breed', 'pungent', 'stay', 'Samadhi', 'Spice', 'shrug', 'Obama', 'Strain', 'Day', 'Anxiety', 'Cross', 'help', 'glow', 'foliage', 'seek', 'resin', 'true', 'Choice', 'Purple', 'Bud', 'Snob', 'Peaceful', 'earthy', 'perfect', 'undertone', 'Dominant', 'abate', '1', 'unwind', 'Kush']"
1713,1713,Purple Goat,Hybrid,"Happy, Energetic, Creative, Uplifted, Talkative",,"Earthy, Sweet, Berry","Purple Goat is a hybrid cross between Trainwreck and Blueberry Skunk, created by Oregon OMMP growers in the early 2010s. With a mostly sativa growth pattern, Purple Goat produces dense indica buds of a dark purple hue with a rich palate of sweet grass and spicy herbs. An early flowerer, Purple Goat will finish its maturation cycle by the end of September outdoors. When consumed, Purple Goat has an earthy taste with blueberry overtones and provides a feeling of deep relaxation.",5,['hybrid'],"['energetic', 'happy', 'talkative', 'creative', 'Uplifted']",[],"['earthy', 'Berry', 'Sweet']","['Purple', 'Goat', 'hybrid', 'cross', 'Trainwreck', 'Blueberry', 'Skunk', 'create', 'Oregon', 'OMMP', 'grower', 'early', '2010s', 'sativa', 'growth', 'pattern', 'Purple', 'Goat', 'produce', 'dense', 'indica', 'bud', 'dark', 'purple', 'hue', 'rich', 'palate', 'sweet', 'grass', 'spicy', 'herb', 'early', 'flowerer', 'Purple', 'Goat', 'finish', 'maturation', 'cycle', 'end', 'September', 'outdoors', 'consume', 'Purple', 'Goat', 'earthy', 'taste', 'blueberry', 'overtone', 'provide', 'feeling', 'deep', 'relaxation']","['spicy', 'Ommp', 'end', 'provide', 'feeling', 'sativa', 'Hybrid', 'sweet', 'create', 'Produce', 'Palate', 'pattern', 'Cycle', 'Uplifted', 'Herb', 'Grower', 'Skunk', 'Happy', 'Flowerer', '2010s', 'Dark', 'maturation', 'Indica', 'Grass', 'September', 'overtone', 'Blueberry', 'Growth', 'Finish', 'relaxation', 'Outdoors', 'energetic', 'Berry', 'Rich', 'Taste', 'Cross', 'Trainwreck', 'Hue', 'creative', 'deep', 'dense', 'Goat', 'Purple', 'Bud', 'consume', 'earthy', 'talkative', 'early', 'Oregon']"
1714,1714,Purple Goo,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Hungry, Uplifted, Mouth, Dry, Talkative","Depression, Stress, Pain","Lavender, Grape, Floral, Sweet, Pine"," If you’re looking to kick back and unwind after a long day, Purple Goo is there to give you a hand. This indica is pure relaxation with a euphoric twist. Providing users with a moderate-strong heavy body sensation and a sense of spiritual uplift, Purple Goo is a great nighttime strain and works well for users who suffer from pain, stress, and depression. This is a sweet-tasting strain and has a piney, floral smell.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'relaxed', 'talkative', 'paranoid', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'depression', 'stress']","['flowery', 'Lavender', 'Pine', 'Sweet', 'Grape']","[' ', 'look', 'kick', 'unwind', 'long', 'day', 'Purple', 'Goo', 'hand', 'indica', 'pure', 'relaxation', 'euphoric', 'twist', 'provide', 'user', 'moderate', 'strong', 'heavy', 'body', 'sensation', 'sense', 'spiritual', 'uplift', 'Purple', 'Goo', 'great', 'nighttime', 'strain', 'work', 'user', 'suffer', 'pain', 'stress', 'depression', 'sweet', 'taste', 'strain', 'piney', 'floral', 'smell']","['body', 'provide', '  ', 'Depression', 'Hybrid', 'Heavy', 'Sweet', 'Uplift', 'relaxed', 'Goo', 'Uplifted', 'User', 'look', 'stress', 'Twist', 'Happy', 'Dry', 'Kick', 'pure', 'moderate', 'Indica', 'Long', 'Grape', 'Nighttime', 'strong', 'sense', 'relaxation', 'Pain', 'Great', 'Lavender', 'Pine', 'Day', 'strain', 'taste', 'hungry', 'spiritual', 'euphoric', 'Piney', 'Smell', 'Flowery', 'Purple', 'Hand', ' ', 'sensation', 'talkative', 'paranoid', 'work', 'suffer', 'Floral', 'Mouth', 'unwind']"
1715,1715,Purple Gorilla,Hybrid,"Happy, Euphoric, Relaxed, Uplifted, Sleepy",,"Earthy, Sweet, Grape","Purple Gorilla, named for its violet, oversized buds, is an indica-dominant hybrid that originated in the Bay Area of California. While we can’t be sure of its lineage, Purple Gorilla is said to contain 60% indica genetics, which are evident in its potent relief of pain, insomnia, migraines, and muscle spasms. Its aroma is a sweet fusion of grape, cherry, and citrus, which brings even more allure to its purple, trichome-speckled buds. Following Purple Gorilla’s 7 to 8 week flowering time, growers are rewarded with massive yields of this highly medicinal indica gem. ",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'euphoric', 'uplifted']",[],"['earthy', 'Grape', 'Sweet']","['Purple', 'Gorilla', 'name', 'violet', 'oversized', 'bud', 'indica', 'dominant', 'hybrid', '  ', 'originate', 'Bay', 'Area', 'California', 'sure', 'lineage', 'Purple', 'Gorilla', 'say', 'contain', '60', 'indica', 'genetics', 'evident', 'potent', 'relief', 'pain', 'insomnia', 'migraine', 'muscle', 'spasm', 'aroma', 'sweet', 'fusion', 'grape', 'cherry', 'citrus', 'bring', 'allure', 'purple', 'trichome', 'speckle', 'bud', 'follow', 'Purple', 'Gorilla', '7', '8', 'week', 'flowering', 'time', 'grower', 'reward', 'massive', 'yield', 'highly', 'medicinal', 'indica', 'gem', '  ']","['originate', 'Spasm', '  ', 'Bay', 'Hybrid', 'sweet', 'Yield', 'California', '\xa0 ', 'Relaxed', 'Cherry', 'Follow', 'Area', 'Uplifted', 'Grower', 'Allure', 'Contain', 'Happy', 'Gem', 'Week', 'Relief', 'Flowering', 'sleepy', 'Indica', 'Genetics', 'Trichome', '8', 'Grape', 'Oversized', 'sure', 'Time', 'highly', 'Pain', 'Bring', 'Insomnia', 'Reward', 'Lineage', 'euphoric', 'evident', 'medicinal', 'Migraine', 'potent', 'Purple', 'Bud', '7', 'Aroma', 'Earthy', 'Gorilla', 'Violet', 'Muscle', 'Dominant', '60', 'Citrus', 'Speckle', 'Fusion', 'massive']"
1716,1716,Purple Hashplant,Hybrid,"Happy, Euphoric, Relaxed, Hungry, Sleepy",,"Floral, Earthy, Sweet","Purple Hashplant is a hybrid cannabis strain that provides well-balanced head and body effects along with great flavor. These diligent plants are easy to grow and should be ready with their bouquet of perfumed flowers within 8 to 9 weeks. Buds will have a “purple” taste that their color hints at, full of dark fruit and berry notes. Purple Hashplant produces euphoric effects that are great for relaxing or clearing the mind.",5,['hybrid'],"['happy', 'sleepy', 'relaxed', 'hungry', 'euphoric']",[],"['flowery', 'sweet', 'Earthy']","['Purple', 'Hashplant', 'hybrid', 'cannabis', 'strain', 'provide', 'balance', 'head', 'body', 'effect', 'great', 'flavor', 'diligent', 'plant', 'easy', 'grow', 'ready', 'bouquet', 'perfumed', 'flower', '8', '9', 'week', 'bud', 'purple', 'taste', 'color', 'hint', 'dark', 'fruit', 'berry', 'note', 'Purple', 'Hashplant', 'produce', 'euphoric', 'effect', 'great', 'relax', 'clear', 'mind']","['body', 'provide', 'ready', 'Hybrid', 'Sweet', 'Balance', 'Hint', 'Produce', 'Relaxed', 'Plant', 'Perfumed', 'effect', 'mind', 'grow', 'note', 'Happy', 'Week', 'clear', 'dark', 'relax', 'sleepy', '8', 'Cannabis', '9', 'great', 'taste', 'Strain', 'Berry', 'Head', 'hungry', 'euphoric', 'Flowery', 'diligent', 'Easy', 'Flower', 'Purple', 'Bud', 'Fruit', 'Flavor', 'Earthy', 'Color', 'Bouquet', 'Hashplant']"
1717,1717,Purple Haze,"Sativa, Hybrid","Happy, Euphoric, Paranoid, Relaxed, Energetic, Creative, Uplifted, Mouth, Dry","Depression, Stress, Pain","Earthy, Sweet, Floral, Berry"," Popularized by Jimi Hendrix’s 1967 classic, Purple Haze delivers a dreamy burst of euphoria that brings veteran consumers back to their psychedelic heyday. This nostalgic sativa staple remains cherished for its high-energy cerebral stimulation that awakens creativity and blissful contentment throughout the day. Purple Haze is believed to have descended from parent strains Purple Thai and Haze, who pass on a mix of sweet and earthy flavors underscored by notes of berry and sharp spice. Following her 8 to 9 week flowering time, Purple Haze buds typically acquire vibrant hues of lavender that further justify the naming of this strain.",1,"['sativa', 'Hybrid']","['energetic', 'happy', 'dry', 'creative', 'paranoid', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'depression', 'stress']","['earthy', 'Flowery', 'Berry', 'Sweet']","[' ', 'popularize', '  ', 'Jimi', 'Hendrix', '1967', 'classic', 'Purple', 'Haze', 'deliver', 'dreamy', 'burst', 'euphoria', 'bring', 'veteran', 'consumer', 'psychedelic', 'heyday', 'nostalgic', 'sativa', 'staple', 'remain', 'cherish', 'high', 'energy', 'cerebral', 'stimulation', 'awaken', 'creativity', 'blissful', 'contentment', 'day', 'Purple', 'Haze', 'believe', 'descend', 'parent', 'strain', 'Purple', 'Thai', 'Haze', 'pass', 'mix', 'sweet', 'earthy', 'flavor', 'underscore', 'note', 'berry', 'sharp', 'spice', 'follow', '8', '9', 'week', 'flowering', 'time', 'Purple', 'Haze', 'bud', 'typically', 'acquire', 'vibrant', 'hue', 'lavender', 'justify', 'naming', 'strain']","['cerebral', 'awaken', 'vibrant', 'Euphoria', 'creativity', 'remain', '  ', 'depression', 'Sativa', 'Hybrid', 'sweet', 'stimulation', 'relaxed', '1967', 'Follow', 'Uplifted', 'Parent', 'Consumer', 'Stress', 'Note', 'Happy', 'Dry', 'Mix', 'Sharp', 'Week', 'Acquire', 'Flowering', 'Classic', 'Haze', 'deliver', '8', 'Burst', 'Veteran', 'typically', 'Time', 'nostalgic', 'Pain', 'energetic', 'Popularize', 'psychedelic', 'high', 'blissful', 'Believe', 'Spice', 'Berry', 'Strain', 'Day', 'Bring', 'Thai', 'staple', 'descend', 'Hue', 'Lavender', 'Energy', 'creative', 'euphoric', 'Pass', 'contentment', 'Flowery', 'cherish', 'naming', 'Purple', 'Bud', 'justify', ' ', 'Flavor', 'earthy', 'dreamy', 'paranoid', 'Jimi', 'Underscore', 'Heyday', 'Mouth', '9', 'Hendrix']"
1718,1718,Purple Headband,Hybrid,"Happy, Focused, Relaxed, Creative, Uplifted",,"Wood, Grape, Berry","Purple Headband is a 50/50 hybrid strain that combines the famous Headband with an unknown “purple” hybrid, resulting in dense pink and purple flowers covered in greenish trichomes. It often produces a strong fruity aroma with just a hint of gasoline, and a similar flavor with undertones of pine. The high has been likened to that of Headband: uplifting yet relaxing with a warm, fuzzy pressure that gradually creeps from your temples across your forehead.      ",5,['hybrid'],"['happy', 'focused', 'relaxed', 'creative', 'Uplifted']",[],"['Berry', 'Grape', 'Woody']","['Purple', 'Headband', '50/50', 'hybrid', 'strain', 'combine', 'famous', 'headband', 'unknown', 'purple', 'hybrid', 'result', 'dense', 'pink', 'purple', 'flower', 'cover', 'greenish', 'trichome', 'produce', 'strong', 'fruity', 'aroma', 'hint', 'gasoline', 'similar', 'flavor', 'undertone', 'pine', 'high', 'liken', 'headband', 'uplifting', 'relax', 'warm', 'fuzzy', 'pressure', 'gradually', 'creep', 'temple', 'forehead', '\xa0 \xa0 \xa0']","['hybrid', 'Hint', 'Produce', 'Forehead', 'Focused', 'relaxed', 'Uplifted', 'Result', 'happy', 'Fruity', 'relax', 'Trichome', 'pressure', 'Grape', 'uplifting', 'strong', 'combine', 'similar', 'high', 'Berry', 'Strain', 'Pine', 'Creep', 'Cover', 'Liken', 'Famous', 'creative', '50/50', 'gradually', 'Greenish', 'dense', 'warm', '\xa0 \xa0 \xa0 ', 'Flower', 'Purple', 'gasoline', 'Aroma', 'unknown', 'Woody', 'Headband', 'Flavor', 'Fuzzy', 'Undertone', 'Temple', 'Pink']"
1719,1719,Purple Hindu Kush,Indica,"Happy, Euphoric, Relaxed, Hungry, Anxious, Uplifted, Mouth, Dry, Sleepy","Stress, Pain, Lack, Appetite, Insomnia, Depression","Earthy, Sweet, Berry"," A cross between Hindu Kush and Purple Afghani, Purple Hindu Kush is almost pure indica and offers the kind of high one would expect from its lineage: deep relaxation along with pronounced pain relief. Featuring dense lavender flowers with bright orange pistils and a thick blanket of trichomes, as well as a pungent sour grape and citrus flavor, PHK will be sure to please indica lovers everywhere.  ",4,['Indica'],"['happy', 'dry', 'anxious', 'sleepy', 'relaxed', 'hungry', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'lack', 'stress', 'Depression', 'Appetite', 'Insomnia']","['earthy', 'Berry', 'Sweet']","[' ', 'cross', 'Hindu', 'Kush', 'Purple', 'Afghani', 'Purple', 'Hindu', 'Kush', 'pure', 'indica', 'offer', 'kind', 'high', 'expect', 'lineage', 'deep', 'relaxation', 'pronounced', 'pain', 'relief', 'feature', 'dense', 'lavender', 'flower', 'bright', 'orange', 'pistil', 'thick', 'blanket', 'trichome', 'pungent', 'sour', 'grape', 'citrus', 'flavor', 'PHK', 'sure', 'indica', 'lover', '  ']","['phk', '  ', 'Depression', 'Sweet', '\xa0 ', 'relaxed', 'Uplifted', 'Stress', 'Happy', 'dry', 'anxious', 'Pronounced', 'Relief', 'offer', 'pure', 'sleepy', 'Indica', 'Pistil', 'Appetite', 'Hindu', 'Trichome', 'Grape', 'feature', 'bright', 'relaxation', 'sure', 'Pain', 'high', 'pungent', 'Orange', 'Lover', 'Berry', 'Lavender', 'Cross', 'Insomnia', 'Hungry', 'Lineage', 'euphoric', 'kind', 'deep', 'sour', 'blanket', 'dense', 'Lack', 'Flower', 'Purple', 'thick', ' ', 'Flavor', 'Earthy', 'Afghani', 'Citrus', 'expect', 'Mouth', 'Kush']"
1720,1720,Purple Ice,Hybrid,"Happy, Euphoric, Relaxed, Creative, Uplifted",,"Floral, Earthy, Lavender","If you’re looking to knock out stress in a hurry, Purple Ice may be the strain for you. Potent and relaxing, this hybrid is good for any time of day. Slightly sativa-dominant, Purple Ice produces euphoric and focused effects in users. This strain is known for creating a calming, tingly sensation that begins in the head before traveling to the rest of your body. Purple Ice features a slight blueberry scent and a mellow taste, making it a great strain for new users. ",5,['hybrid'],"['happy', 'creative', 'relaxed', 'euphoric', 'uplifted']",[],"['flowery', 'Lavender', 'Earthy']","['look', 'knock', 'stress', 'hurry', 'Purple', 'Ice', 'strain', 'potent', 'relaxing', 'hybrid', 'good', 'time', 'day', 'slightly', 'sativa', 'dominant', 'Purple', 'Ice', 'produce', 'euphoric', 'focused', 'effect', 'user', 'strain', 'know', 'create', 'calming', 'tingly', 'sensation', 'begin', 'head', 'travel', 'rest', 'body', 'Purple', 'Ice', 'feature', 'slight', 'blueberry', 'scent', 'mellow', 'taste', 'make', 'great', 'strain', 'new', 'user', '  ']","['good', 'Scent', 'Body', 'begin', 'sativa', 'Hybrid', 'mellow', 'Produce', 'create', '\xa0 ', 'Focused', 'relaxed', 'Travel', 'Effect', 'Uplifted', 'User', 'look', 'stress', 'Tingly', 'Happy', 'know', 'relax', 'rest', 'hurry', 'feature', 'slight', 'Blueberry', 'New', 'slightly', 'Time', 'Great', 'calm', 'Lavender', 'Strain', 'Day', 'taste', 'Head', 'creative', 'euphoric', 'ice', 'Knock', 'Flowery', 'potent', 'Purple', 'Sensation', 'Earthy', 'dominant']"
1721,1721,Purple Jack,Hybrid,"Focused, Euphoric, Relaxed, Creative, Uplifted",,"Sweet, Pine, Citrus","If you enjoy the sativa-dominant Jack Herer but are looking for more low-key, relaxed effects, Purple Jack is for you. This fruity, spicy hybrid combines Jack Herer with Purple Kush for a buzz that walks somewhere between mental energy and a full-body calm. Over time, the cerebral invigoration may fade to a lethargy conducive for sleep and rest. Enveloped by dark purple leaves, Purple Jack’s buds are typically a dark green color with a heavy sugaring of kief.",5,['hybrid'],"['creative', 'focused', 'relaxed', 'euphoric', 'uplifted']",[],"['Citrus', 'Pine', 'Sweet']","['enjoy', 'sativa', 'dominant', 'Jack', 'Herer', 'look', 'low', 'key', 'relaxed', 'effect', 'Purple', 'Jack', 'fruity', 'spicy', 'hybrid', 'combine', 'Jack', 'Herer', 'Purple', 'Kush', 'buzz', 'walk', 'mental', 'energy', 'body', 'calm', 'time', 'cerebral', 'invigoration', 'fade', 'lethargy', 'conducive', 'sleep', 'rest', 'envelop', 'dark', 'purple', 'leave', 'Purple', 'Jack', 'bud', 'typically', 'dark', 'green', 'color', 'heavy', 'sugaring', 'kief']","['cerebral', 'spicy', 'key', 'Mental', 'Body', 'Calm', 'color', 'sativa', 'Hybrid', 'Heavy', 'Sweet', 'Green', 'Focused', 'relaxed', 'Envelop', 'Effect', 'Uplifted', 'look', 'sleep', 'Fruity', 'Dark', 'rest', 'combine', 'invigoration', 'Leave', 'Time', 'typically', 'Pine', 'Low', 'Lethargy', 'Energy', 'Creative', 'Herer', 'euphoric', 'conducive', 'sugaring', 'Fade', 'Purple', 'Bud', 'Jack', 'walk', 'Kief', 'Citrus', 'Dominant', 'Buzz', 'Enjoy', 'Kush']"
1722,1722,Purple Jolly Rancher,"Hybrid, Indica","Happy, Focused, Euphoric, Relaxed, Anxious, Uplifted, Mouth, Dry, Sleepy","Nausea, Depression, Insomnia, Pain","Floral, Tropical, Grape, Citrus", Purple Jolly Rancher is a 75% indica cross between Purple Kush and Route 66 (also known as Jolly Rancher).,2,"['Indica', 'Hybrid']","['happy', 'dry', 'anxious', 'sleepy', 'focused', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['depression', 'Pain', 'Insomnia', 'nausea']","['flowery', 'tropical', 'Citrus', 'Grape']","[' ', 'Purple', 'Jolly', 'Rancher', '75', 'indica', 'cross', 'Purple', 'Kush', 'Route', '66', 'know', 'Jolly', 'Rancher']","['  ', 'Depression', 'Hybrid', 'relaxed', 'Uplifted', 'Happy', 'dry', 'anxious', 'Rancher', 'know', 'sleepy', 'Indica', 'Grape', 'Route', 'tropical', 'Nausea', 'Pain', 'Cross', '75', 'Insomnia', 'Euphoric', 'Flowery', 'Jolly', '66', 'Purple', ' ', 'Citrus', 'Focus', 'Mouth', 'Kush']"
1723,1723,Purple Kush,"Hybrid, Indica","Happy, Euphoric, Paranoid, Relaxed, Hungry, Mouth, Dry, Sleepy","Stress, Pain, Muscle, Insomnia, Spasm, Depression","Earthy, Sweet, Grape, Berry"," Purple Kush is a pure indica strain that emerged from the Oakland area of California as the result of a Hindu Kush and Purple Afghani cross. Its aroma is subtle and earthy with sweet overtones typical of Kush varieties. Blissful, long-lasting euphoria blankets the mind while physical relaxation rids the body of pain, sleeplessness, and stress. Purple Kush will grow wide rather than tall, and will be ready for harvest following an 8 week flowering time.",2,"['Indica', 'Hybrid']","['happy', 'dry', 'sleepy', 'relaxed', 'paranoid', 'hungry', 'euphoric', 'Mouth']","['spasm', 'Pain', 'Stress', 'Depression', 'Muscle', 'Insomnia']","['earthy', 'Berry', 'Grape', 'Sweet']","[' ', 'Purple', 'Kush', 'pure', 'indica', 'strain', 'emerge', 'Oakland', 'area', 'California', 'result', 'Hindu', 'Kush', 'Purple', 'Afghani', 'cross', 'aroma', 'subtle', 'earthy', 'sweet', 'overtone', 'typical', 'Kush', 'variety', 'blissful', 'long', 'last', 'euphoria', 'blanket', 'mind', 'physical', 'relaxation', 'rid', 'body', 'pain', 'sleeplessness', 'stress', 'Purple', 'Kush', 'grow', 'wide', 'tall', 'ready', 'harvest', 'follow', '8', 'week', 'flowering', 'time']","['rid', 'Body', 'Euphoria', 'subtle', 'typical', '  ', 'Depression', 'Ready', 'Hybrid', 'sweet', 'Emerge', 'California', 'relaxed', 'wide', 'Follow', 'Oakland', 'Area', 'Result', 'mind', 'stress', 'grow', 'Happy', 'Dry', 'week', 'pure', 'sleepy', 'Indica', '8', 'Hindu', 'Grape', 'Long', 'Sleeplessness', 'Harvest', 'Overtone', 'Physical', 'relaxation', 'blissful', 'Pain', 'Time', 'Berry', 'Strain', 'Cross', 'Tall', 'Insomnia', 'Hungry', 'euphoric', 'Blanket', 'Flower', 'Purple', 'Spasms', 'Aroma', ' ', 'Muscle', 'earthy', 'paranoid', 'Afghani', 'Mouth', 'Variety', 'Kush']"
1724,1724,Purple Linda,Indica,Relaxed,,,Purple Linda by Bedford Grow is a cross between Tom Hill’s Haze and an unknown purple hybrid thought to be a Purple Urkle clone. The result is a visually stunning and aromatically pleasing indica. Purple Linda is known for lavender and fuchsia accents on bright green flowers covered in silver trichomes and curling orange hairs. Notes of orange rind and blackberry combine with creamy floral terpenes for a truly unique aroma. Balanced effects and a unique palate make this delicious strain a welcome companion day or night.,4,['Indica'],['relaxed'],[],[],"['Purple', 'Linda', 'Bedford', 'Grow', 'cross', 'Tom', 'Hill', 'Haze', 'unknown', 'purple', 'hybrid', 'thought', 'Purple', 'Urkle', 'clone', 'result', 'visually', 'stunning', 'aromatically', 'pleasing', 'indica', 'Purple', 'Linda', 'know', 'lavender', 'fuchsia', 'accent', 'bright', 'green', 'flower', 'cover', 'silver', 'trichome', 'curl', 'orange', 'hair', 'note', 'orange', 'rind', 'blackberry', 'combine', 'creamy', 'floral', 'terpene', 'truly', 'unique', 'aroma', 'balanced', 'effect', 'unique', 'palate', 'delicious', 'strain', 'welcome', 'companion', 'day', 'night']","['welcome', 'Creamy', 'balanced', 'Hybrid', 'truly', 'Green', 'Blackberry', 'Bedford', 'Palate', 'relaxed', 'stunning', 'Curl', 'Effect', 'Hill', 'Fuchsia', 'Result', 'Accent', 'hair', 'grow', 'note', 'know', 'Haze', 'Indica', 'Trichome', 'Combine', 'Companion', 'Night', 'bright', 'Orange', 'pleasing', 'Lavender', 'Strain', 'Day', 'Cross', 'Cover', 'Unique', 'Linda', 'Terpene', 'Aromatically', 'Urkle', 'Clone', 'Flower', 'Purple', 'Rind', 'Aroma', 'Unknown', 'Thought', 'Silver', 'Tom', 'visually', 'Floral', 'Delicious']"
1725,1725,Purple Martian Kush,Indica,"Focused, Happy, Euphoric, Relaxed, Creative, Anxious, Uplifted, Mouth, Dry, Tingly","Insomnia, Stress, Depression, Pain","Grape, Sweet, Berry"," Purple Martian Kush is an indica-dominant cross between Purple Kush, Blackberry Kush, and Martian Mean Green. Its fluffy buds burst with fruity and berry aromas when broken apart, welcoming you to indulge in the euphoria Purple Martian Kush has to offer. Beginning in the head and radiating out to the rest of the body, this indica’s relaxing, blissful effects leave no muscles untouched.",4,['Indica'],"['tingly', 'happy', 'dry', 'anxious', 'creative', 'focused', 'relaxed', 'euphoric', 'Mouth', 'Uplifted']","['pain', 'Insomnia', 'Stress', 'depression']","['Berry', 'Grape', 'Sweet']","[' ', 'Purple', 'martian', 'Kush', 'indica', 'dominant', 'cross', 'Purple', 'Kush', 'Blackberry', 'Kush', 'Martian', 'Mean', 'Green', 'fluffy', 'bud', 'burst', 'fruity', 'berry', 'aroma', 'break', 'apart', 'welcome', 'indulge', 'euphoria', 'Purple', 'martian', 'Kush', 'offer', 'begin', 'head', 'radiate', 'rest', 'body', 'indica', 'relaxing', 'blissful', 'effect', 'leave', '  ', 'muscle', 'untouched']","['body', 'Euphoria', 'welcome', 'begin', '  ', 'depression', 'apart', 'sweet', 'Green', 'Blackberry', 'Focused', 'relaxed', 'untouched', 'indulge', 'Effect', 'Uplifted', 'stress', 'Tingly', 'happy', 'dry', 'anxious', 'fruity', 'offer', 'relax', 'rest', 'Indica', 'Grape', 'Burst', 'leave', 'blissful', 'Pain', 'Break', 'Berry', 'Cross', 'Head', 'Insomnia', 'Fluffy', 'radiate', 'mean', 'creative', 'euphoric', 'Purple', 'Martian', 'Bud', 'Aroma', ' ', 'muscle', 'Dominant', 'Mouth', 'Kush']"
